Inst_Code,Inst_Name,Branch_Name,Category,Year,Closing_Marks
1,"A.D.Patel Institute Of Tech.,Karamsad",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,EWS,2022,55.1018
1,"A.D.Patel Institute Of Tech.,Karamsad",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,OPEN,2022,64.016
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER ENGINEERING,EWS,2022,87.6297
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER ENGINEERING,OPEN,2022,88.1931
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER ENGINEERING,SC,2022,60.5179
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER ENGINEERING,SEBC,2022,79.233
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER SCIENCE & DESIGN,EWS,2022,68.0398
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER SCIENCE & DESIGN,OPEN,2022,73.4918
1,"A.D.Patel Institute Of Tech.,Karamsad",COMPUTER SCIENCE & DESIGN,SEBC,2022,45.2401
1,"A.D.Patel Institute Of Tech.,Karamsad",FOOD PROCESSING TECHNOLOGY,EWS,2022,21.5884
1,"A.D.Patel Institute Of Tech.,Karamsad",FOOD PROCESSING TECHNOLOGY,OPEN,2022,31.7973
1,"A.D.Patel Institute Of Tech.,Karamsad",FOOD PROCESSING TECHNOLOGY,SC,2022,9.3728
1,"A.D.Patel Institute Of Tech.,Karamsad",INFORMATION TECHNOLOGY,EWS,2022,82.9008
1,"A.D.Patel Institute Of Tech.,Karamsad",INFORMATION TECHNOLOGY,OPEN,2022,84.297
1,"A.D.Patel Institute Of Tech.,Karamsad",INFORMATION TECHNOLOGY,SC,2022,39.5379
1,"A.D.Patel Institute Of Tech.,Karamsad",INFORMATION TECHNOLOGY,SEBC,2022,74.4939
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",CIVIL & INFRASTRUCTURE ENGINEERING,OPEN,2022,4.2888
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL IN,EWS,2022,88.3568
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL IN,SEBC,2022,66.5285
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,2022,84.3578
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,2022,86.4605
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,SC,2022,69.5206
2,"ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING,AHMEDABAD",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,2022,62.9787
6,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,COMPUTER ENGINEERING,OPEN,2022,5.3281
6,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,INFORMATION TECHNOLOGY,OPEN,2022,2.2299
7,APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,EWS,2022,27.2401
7,APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,COMPUTER ENGINEERING,OPEN,2022,38.3951
7,APOLLO INSTITUTE OF ENGINEERING & TECHNOLOGY AHMEDABAD,INFORMATION TECHNOLOGY,OPEN,2022,6.7125
9,"Ahmedabad Institute Of Tech, Ahmedabad",COMPUTER ENGINEERING,EWS,2022,68.2208
9,"Ahmedabad Institute Of Tech, Ahmedabad",COMPUTER ENGINEERING,OPEN,2022,72.51
9,"Ahmedabad Institute Of Tech, Ahmedabad",COMPUTER ENGINEERING,SC,2022,36.2218
9,"Ahmedabad Institute Of Tech, Ahmedabad",COMPUTER ENGINEERING,SEBC,2022,31.3074
9,"Ahmedabad Institute Of Tech, Ahmedabad",INFORMATION TECHNOLOGY,EWS,2022,65.5889
9,"Ahmedabad Institute Of Tech, Ahmedabad",INFORMATION TECHNOLOGY,OPEN,2022,67.5235
9,"Ahmedabad Institute Of Tech, Ahmedabad",INFORMATION TECHNOLOGY,SC,2022,26.807
9,"Ahmedabad Institute Of Tech, Ahmedabad",INFORMATION TECHNOLOGY,SEBC,2022,29.9519
12,"Amiraj College Of Engg & Tech., Sanand, Ahmedabad",COMPUTER SCIENCE & ENGINEERING,OPEN,2022,13.8861
15,Asha M. Tarsadia Institute of Computer Science & Tech. Bardoli,COMPUTER ENGINEERING (SOFTWARE ENGINEERIN,OPEN,2022,6.4121
15,Asha M. Tarsadia Institute of Computer Science & Tech. Bardoli,COMPUTER SCIENCE & ENGINEERING,OPEN,2022,1.298
16,"Atmiya University, Faculty of Engineering and Technology, Rajkot",COMPUTER ENGINEERING,OPEN,2022,35.2444
16,"Atmiya University, Faculty of Engineering and Technology, Rajkot",INFORMATION TECHNOLOGY,OPEN,2022,9.9979
18,"Bhagwan Arihant Institute of Tech., Surat",COMPUTER ENGINEERING,OPEN,2022,23.7874
18,"Bhagwan Arihant Institute of Tech., Surat",INFORMATION TECHNOLOGY,OPEN,2022,9.1557
19,"Bhagwan Mahavir College Of Engg. And Tech., Surat",COMPUTER ENGINEERING,EWS,2022,38.785
19,"Bhagwan Mahavir College Of Engg. And Tech., Surat",COMPUTER ENGINEERING,OPEN,2022,49.2646
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",CIVIL ENGINEERING,EWS,2022,59.9232
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",CIVIL ENGINEERING,OPEN,2022,66.2511
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",CIVIL ENGINEERING,SC,2022,44.8972
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",CIVIL ENGINEERING,SEBC,2022,54.6684
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",CIVIL ENGINEERING,ST,2022,36.8522
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",COMPUTER ENGINEERING,EWS,2022,97.2975
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",COMPUTER ENGINEERING,OPEN,2022,97.3882
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",COMPUTER ENGINEERING,SC,2022,87.4875
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",COMPUTER ENGINEERING,SEBC,2022,95.0463
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",COMPUTER ENGINEERING,ST,2022,41.2399
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRICAL ENGINEERING,EWS,2022,69.5105
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRICAL ENGINEERING,OPEN,2022,75.5405
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRICAL ENGINEERING,SC,2022,48.8616
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRICAL ENGINEERING,SEBC,2022,61.6853
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRICAL ENGINEERING,ST,2022,27.0394
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRONICS ENGINEERING,EWS,2022,65.0867
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRONICS ENGINEERING,OPEN,2022,70.8256
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRONICS ENGINEERING,SC,2022,18.8337
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",ELECTRONICS ENGINEERING,SEBC,2022,31.9217
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",MECHANICAL ENGINEERING,EWS,2022,73.7036
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",MECHANICAL ENGINEERING,OPEN,2022,79.7241
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",MECHANICAL ENGINEERING,SC,2022,43.1969
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",MECHANICAL ENGINEERING,SEBC,2022,69.8983
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",MECHANICAL ENGINEERING,ST,2022,4.9051
20,"Birla Vishvakarma Maha Vidhyalaya(Gia), V.V.Nagar",PRODUCTION ENGINEERING,OPEN,2022,9.9094
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,2022,56.0397
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",ELECTRONICS & COMMUNICATION ENGINEERING,OPEN,2022,61.0587
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",INFORMATION TECHNOLOGY,EWS,2022,94.501
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",INFORMATION TECHNOLOGY,OPEN,2022,94.9165
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",INFORMATION TECHNOLOGY,SC,2022,79.9639
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",INFORMATION TECHNOLOGY,SEBC,2022,91.196
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",MECHANICAL ENGINEERING,OPEN,2022,62.8611
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",MECHANICAL ENGINEERING,SC,2022,10.0536
21,"Birla Vishvakarma Maha Vidhylaya(Sfi), V.V.Nagar",MECHANICAL ENGINEERING,SEBC,2022,24.4041
22,"C. K. Pithawala College Of Engg. & Tech., Surat",CIVIL ENGINEERING,OPEN,2022,4.4602
22,"C. K. Pithawala College Of Engg. & Tech., Surat",COMPUTER ENGINEERING,EWS,2022,73.8826
22,"C. K. Pithawala College Of Engg. & Tech., Surat",COMPUTER ENGINEERING,OPEN,2022,76.03
22,"C. K. Pithawala College Of Engg. & Tech., Surat",COMPUTER ENGINEERING,SC,2022,26.8354
22,"C. K. Pithawala College Of Engg. & Tech., Surat",COMPUTER ENGINEERING,SEBC,2022,60.4125
22,"C. K. Pithawala College Of Engg. & Tech., Surat",ELECTRICAL ENGINEERING,OPEN,2022,4.5409
23,"C.U.Shah College Of Engg.& Tech.,Wadhvan",COMPUTER ENGINEERING,OPEN,2022,8.2926
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER ENGINEERING,EWS,2022,92.5107
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER ENGINEERING,OPEN,2022,92.6331
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER ENGINEERING,SC,2022,71.8674
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER ENGINEERING,SEBC,2022,87.3285
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER SCIENCE & ENGINEERING,EWS,2022,93.0517
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER SCIENCE & ENGINEERING,OPEN,2022,93.5754
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER SCIENCE & ENGINEERING,SC,2022,78.7813
25,"Chandubhai S Patel Institute Of Technology, Changa",COMPUTER SCIENCE & ENGINEERING,SEBC,2022,87.6964
25,"Chandubhai S Patel Institute Of Technology, Changa",ELECTRICAL ENGINEERING,OPEN,2022,15.5507
25,"Chandubhai S Patel Institute Of Technology, Changa",ELECTRONICS & COMMUNICATION ENGINEERING,OPEN,2022,14.6898
25,"Chandubhai S Patel Institute Of Technology, Changa",INFORMATION TECHNOLOGY,EWS,2022,90.2469
25,"Chandubhai S Patel Institute Of Technology, Changa",INFORMATION TECHNOLOGY,OPEN,2022,91.0407
25,"Chandubhai S Patel Institute Of Technology, Changa",INFORMATION TECHNOLOGY,SC,2022,65.0743
25,"Chandubhai S Patel Institute Of Technology, Changa",INFORMATION TECHNOLOGY,SEBC,2022,81.4745
30,"Chhotubhai Gopalbhai Patel Institute Of Tech., Tarsadi, Bardoli",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,OPEN,2022,3.8701
30,"Chhotubhai Gopalbhai Patel Institute Of Tech., Tarsadi, Bardoli",COMPUTER ENGINEERING,OPEN,2022,7.5567
30,"Chhotubhai Gopalbhai Patel Institute Of Tech., Tarsadi, Bardoli",INFORMATION TECHNOLOGY,OPEN,2022,1.5906
32,DR. S & S.S.Ghandhi Government Engineering College Surat,CIVIL ENGINEERING,EWS,2022,55.4339
32,DR. S & S.S.Ghandhi Government Engineering College Surat,CIVIL ENGINEERING,OPEN,2022,66.5573
32,DR. S & S.S.Ghandhi Government Engineering College Surat,CIVIL ENGINEERING,SC,2022,9.934
32,DR. S & S.S.Ghandhi Government Engineering College Surat,CIVIL ENGINEERING,SEBC,2022,45.0649
32,DR. S & S.S.Ghandhi Government Engineering College Surat,CIVIL ENGINEERING,ST,2022,51.1657
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRICAL ENGINEERING,EWS,2022,46.5849
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRICAL ENGINEERING,OPEN,2022,65.0791
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRICAL ENGINEERING,SC,2022,17.96
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRICAL ENGINEERING,SEBC,2022,44.7698
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRICAL ENGINEERING,ST,2022,31.0598
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRONICS & COMMUNICATION ENGINEERING,EWS,2022,59.0738
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRONICS & COMMUNICATION ENGINEERING,OPEN,2022,66.0432
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,2022,36.2741
32,DR. S & S.S.Ghandhi Government Engineering College Surat,ENVIRONMENTAL ENGINEERING,OPEN,2022,29.0715
32,DR. S & S.S.Ghandhi Government Engineering College Surat,MECHANICAL ENGINEERING,EWS,2022,64.2831
32,DR. S & S.S.Ghandhi Government Engineering College Surat,MECHANICAL ENGINEERING,OPEN,2022,71.0177
32,DR. S & S.S.Ghandhi Government Engineering College Surat,MECHANICAL ENGINEERING,SEBC,2022,57.4467
32,DR. S & S.S.Ghandhi Government Engineering College Surat,MECHANICAL ENGINEERING,ST,2022,9.142
34,"Darshan Institute Of Engg. & Tech., Rajkot-Morbi Highway, Hadala",COMPUTER ENGINEERING,EWS,2022,55.765
34,"Darshan Institute Of Engg. & Tech., Rajkot-Morbi Highway, Hadala",COMPUTER ENGINEERING,OPEN,2022,64.7704
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",BIOTECHNOLOGY,EWS,2022,73.8276
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",BIOTECHNOLOGY,OPEN,2022,85.7789
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",BIOTECHNOLOGY,SC,2022,37.0964
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",BIOTECHNOLOGY,SEBC,2022,57.2479
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",CHEMICAL ENGINEERING,OPEN,2022,28.2656
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",COMPUTER ENGINEERING,EWS,2022,67.3109
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",COMPUTER ENGINEERING,OPEN,2022,74.6032
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",COMPUTER ENGINEERING,SC,2022,35.4903
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",COMPUTER ENGINEERING,SEBC,2022,28.7442
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,2022,59.8673
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,2022,64.9825
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,SC,2022,59.1282
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION TECHNOLOGY,EWS,2022,68.566
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION TECHNOLOGY,OPEN,2022,73.9754
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION TECHNOLOGY,SC,2022,37.2432
35,"Department of Engineering and Computing , Institute of Advance Research, Gandhinagar",INFORMATION TECHNOLOGY,SEBC,2022,35.528
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER ENGINEERING,EWS,2022,89.8714
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER ENGINEERING,OPEN,2022,90.1741
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER ENGINEERING,SC,2022,53.8365
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER ENGINEERING,SEBC,2022,80.2194
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER SCIENCE & ENGINEERING,EWS,2022,90.8204
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER SCIENCE & ENGINEERING,OPEN,2022,91.3948
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER SCIENCE & ENGINEERING,SC,2022,59.253
36,"Devang Patel Institute of Advance Technology And Research, Changa",COMPUTER SCIENCE & ENGINEERING,SEBC,2022,80.6387
36,"Devang Patel Institute of Advance Technology And Research, Changa",INFORMATION TECHNOLOGY,EWS,2022,89.3714
36,"Devang Patel Institute of Advance Technology And Research, Changa",INFORMATION TECHNOLOGY,OPEN,2022,89.7364
36,"Devang Patel Institute of Advance Technology And Research, Changa",INFORMATION TECHNOLOGY,SC,2022,47.9058
36,"Devang Patel Institute of Advance Technology And Research, Changa",INFORMATION TECHNOLOGY,SEBC,2022,78.1091
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",HONS. IN ICT WITH MINOR IN COMPUTATIONAL SCI,EWS,2022,99.3754
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",HONS. IN ICT WITH MINOR IN COMPUTATIONAL SCI,SC,2022,94.7869
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",HONS. IN ICT WITH MINOR IN COMPUTATIONAL SCI,SEBC,2022,99.2511
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",HONS. IN ICT WITH MINOR IN COMPUTATIONAL SCI,ST,2022,88.7596
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,EWS,2022,99.0913
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,OPEN,2022,99.2432
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,SC,2022,93.3497
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,SEBC,2022,98.1341
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",INFORMATION & COMMUNICATION TECHNOLOGY,ST,2022,66.3715
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",MATHEMATICS AND COMPUTING,EWS,2022,99.1226
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",MATHEMATICS AND COMPUTING,OPEN,2022,99.3332
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",MATHEMATICS AND COMPUTING,SC,2022,91.1434
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",MATHEMATICS AND COMPUTING,SEBC,2022,97.8728
37,"Dhirubhai Ambani Institute of Info. & Comm. Tech., Gandhinagar",MATHEMATICS AND COMPUTING,ST,2022,73.1703
38,"Dr. Jivraj Mehta Institute Of Technology, Anand",COMPUTER ENGINEERING,OPEN,2022,0.8343
38,"Dr. Jivraj Mehta Institute Of Technology, Anand",INFORMATION TECHNOLOGY,OPEN,2022,21.233
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CHEMICAL ENGINEERING,EWS,2022,94.2174
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CHEMICAL ENGINEERING,OPEN,2022,94.9084
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CHEMICAL ENGINEERING,SC,2022,79.76
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CHEMICAL ENGINEERING,SEBC,2022,86.4067
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CHEMICAL ENGINEERING,ST,2022,52.1496
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CIVIL ENGINEERING,EWS,2022,65.2105
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CIVIL ENGINEERING,OPEN,2022,78.8715
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CIVIL ENGINEERING,SC,2022,53.2099
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CIVIL ENGINEERING,SEBC,2022,65.8509
43,"Faculty Of Technology & Engineering(MSU), Vadodara",CIVIL ENGINEERING,ST,2022,46.774
43,"Faculty Of Technology & Engineering(MSU), Vadodara",COMPUTER SCIENCE & ENGINEERING,EWS,2022,97.725
43,"Faculty Of Technology & Engineering(MSU), Vadodara",COMPUTER SCIENCE & ENGINEERING,OPEN,2022,98.181
43,"Faculty Of Technology & Engineering(MSU), Vadodara",COMPUTER SCIENCE & ENGINEERING,SC,2022,90.4967
43,"Faculty Of Technology & Engineering(MSU), Vadodara",COMPUTER SCIENCE & ENGINEERING,SEBC,2022,96.2565
43,"Faculty Of Technology & Engineering(MSU), Vadodara",COMPUTER SCIENCE & ENGINEERING,ST,2022,73.5805
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRICAL ENGINEERING,EWS,2022,82.3694
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRICAL ENGINEERING,OPEN,2022,87.5604
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRICAL ENGINEERING,SC,2022,62.9231
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRICAL ENGINEERING,SEBC,2022,77.9908
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRICAL ENGINEERING,ST,2022,43.06
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRONICS ENGINEERING,EWS,2022,84.9236
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRONICS ENGINEERING,OPEN,2022,90.1168
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRONICS ENGINEERING,SC,2022,57.2157
43,"Faculty Of Technology & Engineering(MSU), Vadodara",ELECTRONICS ENGINEERING,SEBC,2022,75.1184
43,"Faculty Of Technology & Engineering(MSU), Vadodara",MECHANICAL ENGINEERING,EWS,2022,84.1536
43,"Faculty Of Technology & Engineering(MSU), Vadodara",MECHANICAL ENGINEERING,OPEN,2022,89.8138
43,"Faculty Of Technology & Engineering(MSU), Vadodara",MECHANICAL ENGINEERING,SC,2022,60.9324
43,"Faculty Of Technology & Engineering(MSU), Vadodara",MECHANICAL ENGINEERING,SEBC,2022,77.3122
43,"Faculty Of Technology & Engineering(MSU), Vadodara",MECHANICAL ENGINEERING,ST,2022,35.4881
43,"Faculty Of Technology & Engineering(MSU), Vadodara",METALLURGICAL AND MATERIALS ENGINEERING,EWS,2022,37.7506
43,"Faculty Of Technology & Engineering(MSU), Vadodara",METALLURGICAL AND MATERIALS ENGINEERING,OPEN,2022,54.7297
43,"Faculty Of Technology & Engineering(MSU), Vadodara",TEXTILE ENGINEERING,EWS,2022,45.3755
43,"Faculty Of Technology & Engineering(MSU), Vadodara",TEXTILE ENGINEERING,OPEN,2022,56.1446
43,"Faculty Of Technology & Engineering(MSU), Vadodara",TEXTILE ENGINEERING,SC,2022,31.8407
43,"Faculty Of Technology & Engineering(MSU), Vadodara",TEXTILE TECHNOLOGY,OPEN,2022,9.7801
43,"Faculty Of Technology & Engineering(MSU), Vadodara",WATER MANAGEMENT ***,OPEN,2022,7.4386
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CHEMICAL ENGINEERING,EWS,2022,89.9921
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CHEMICAL ENGINEERING,OPEN,2022,91.902
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CHEMICAL ENGINEERING,SC,2022,75.962
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CHEMICAL ENGINEERING,SEBC,2022,81.0363
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CIVIL ENGINEERING,EWS,2022,64.5116
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CIVIL ENGINEERING,OPEN,2022,69.174
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CIVIL ENGINEERING,SC,2022,42.8778
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CIVIL ENGINEERING,SEBC,2022,61.2433
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",CIVIL ENGINEERING,ST,2022,37.8438
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",COMPUTER ENGINEERING,EWS,2022,98.7602
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",COMPUTER ENGINEERING,OPEN,2022,98.8051
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",COMPUTER ENGINEERING,SC,2022,90.3873
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",COMPUTER ENGINEERING,SEBC,2022,97.6244
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",COMPUTER ENGINEERING,ST,2022,60.0803
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",ELECTRONICS & COMMUNICATION ENGINEERING,EWS,2022,87.0466
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",ELECTRONICS & COMMUNICATION ENGINEERING,OPEN,2022,90.3614
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",ELECTRONICS & COMMUNICATION ENGINEERING,SC,2022,60.2872
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",ELECTRONICS & COMMUNICATION ENGINEERING,SEBC,2022,81.2714
44,"Faculty Of Technology And Engineering(GIA), Dharmsinh Desai University, (DDU), Nadiad",INSTRUMENTATION & CONTROL ENGINEERING,EWS,2022,60.5527
