Marks,Percentile
220,99.99470843
219,99.98677109
218,99.96295904
217,99.88093978
216,99.78040004
215,99.66927717
214,99.56609165
213,99.42586517
212,99.21420256
211,98.99724839
210,98.75383638
209,98.46809186
208,98.09503651
207,97.69552334
206,97.2139909
205,96.75097894
204,96.27209228
203,95.75087311
202,95.17938406
201,94.51264684
200,93.89353371
199,93.25325431
198,92.55741348
197,91.78219917
196,91.13662821
195,90.47518256
194,89.89311038
193,89.26341412
192,88.66282146
191,88.04106255
190,87.4245952
189,86.76050376
188,86.10699545
187,85.43496666
186,84.73648005
185,84.0591597
184,83.4188803
183,82.78653826
182,82.11186369
181,81.4557096
180,80.88157477
179,80.24923272
178,79.66186898
177,79.00836067
176,78.43422584
175,77.79923801
174,77.15366705
173,76.50809609
172,75.89692031
171,75.304265
170,74.695735
169,74.16657847
168,73.56598582
167,72.94951847
166,72.41507038
165,71.85151868
164,71.30119589
163,70.7376442
162,70.24023706
161,69.71372632
160,69.10519632
159,68.59720605
158,68.02836279
157,67.44364483
156,66.91184252
155,66.37210287
154,65.82707165
153,65.21325008
152,64.58355382
151,64.05439729
150,63.49613716
149,62.93258546
148,62.39813737
147,61.82400254
146,61.26045084
145,60.78950153
144,60.20213779
143,59.62800296
142,59.07768018
141,58.52206583
140,57.97174304
139,57.46639856
138,56.87638904
137,56.3340036
136,55.77309768
135,55.15398455
134,54.52428828
133,54.02688115
132,53.46068367
131,52.87067415
130,52.25949836
129,51.67742618
128,51.14033231
127,50.60059266
126,50.05556144
125,49.48936395
124,48.99724839
123,48.46809186
122,47.94687268
121,47.3806752
120,46.87533072
119,46.3461742
118,45.76410202
117,45.24023706
116,44.67933115
115,44.1845698
114,43.60249762
113,42.94898931
112,42.40131231
111,41.80601122
110,41.18689808
109,40.65244999
108,40.04656577
107,39.54122129
106,38.98031538
105,38.37972272
104,37.88760715
103,37.35315906
102,36.80812784
101,36.23399302
100,35.72335697
99,35.17567997
98,34.65710657
97,34.17028257
96,33.62789713
95,33.10403217
94,32.5669383
93,32.07746852
92,31.55095777
91,31.04032173
90,30.43443751
89,29.92380146
88,29.42110276
87,28.92104985
86,28.39189332
85,27.8468621
84,27.32299714
83,26.80442375
82,26.27262144
81,25.75669383
80,25.27251561
79,24.70367235
78,24.08985078
77,23.53688221
76,23.01301725
75,22.53942216
74,21.98380781
73,21.43083924
72,20.85670441
71,20.33813102
70,19.74547571
69,19.2454228
68,18.75859879
67,18.24267118
66,17.77172188
65,17.31664726
64,16.85892687
63,16.33506191
62,15.82971743
61,15.35083078
60,14.8137369
59,14.28722616
58,13.84802625
57,13.38501429
56,12.99343846
55,12.5754048
54,12.1494338
53,11.71023389
52,11.28690867
51,10.88474971
50,10.49317388
