Marks,Percentile
220,99.99739841
219,99.97918726
218,99.9323586
217,99.82309173
216,99.72943441
215,99.61496436
214,99.46407201
213,99.26635101
212,99.08944274
211,98.85009626
210,98.59253863
209,98.25953484
208,97.91872626
207,97.53369062
206,97.16426453
205,96.74800978
204,96.22769135
203,95.6787554
202,95.12721786
201,94.53665643
200,93.85764088
199,93.15781258
198,92.49960976
197,91.73994485
196,90.98808471
195,90.20760706
194,89.41672303
193,88.68567563
192,88.04308237
191,87.35886362
190,86.72147354
189,86.14912326
188,85.60799209
187,84.99401634
186,84.42166606
185,83.85191737
184,83.27176232
183,82.72542796
182,82.09063947
181,81.52349238
180,80.99797076
179,80.36058068
178,79.77522244
177,79.19766897
176,78.59409959
175,78.01654613
174,77.4598054
173,76.87444716
172,76.31510484
171,75.7297466
170,75.20682658
169,74.6995161
168,74.21561996
167,73.64326968
166,73.04490348
165,72.46474843
164,71.84556949
163,71.29143036
162,70.75550237
161,70.21697279
160,69.67844321
159,69.10609293
158,68.56496176
157,68.0186274
156,67.46448827
155,66.90254436
154,66.37702274
153,65.74743743
152,65.21931422
151,64.6599719
150,64.11363755
149,63.54909204
148,63.00535928
147,62.42520422
146,61.75399344
145,61.11920495
144,60.58587856
143,60.02133306
142,59.49060825
141,58.9416723
140,58.35111088
139,57.75014309
138,57.15177689
137,56.49097248
136,55.87179354
135,55.24480982
134,54.61002133
133,53.97263125
132,53.33003798
131,52.76549248
130,52.1281024
129,51.52193142
128,50.95478433
127,50.30698788
126,49.67480098
125,49.07123159
124,48.47286539
123,47.84328009
122,47.1746709
121,46.54508559
120,45.94151621
119,45.35095478
118,44.69015037
117,44.03194755
116,43.41537021
115,42.8196056
114,42.26806806
113,41.6228732
112,41.00629585
111,40.40792965
110,39.75232843
109,39.0941256
108,38.45413393
107,37.80113429
106,37.16114262
105,36.61220667
104,36.01123888
103,35.43368542
102,34.81970966
101,34.21093709
100,33.57354701
99,32.94916489
98,32.26754774
97,31.59113377
96,30.92772777
95,30.30074406
94,29.69717467
93,29.04677663
92,28.3911754
91,27.78760601
90,27.16842708
89,26.56745929
88,25.93787398
87,25.29528071
86,24.62146834
85,24.02830532
84,23.51839326
83,22.8731984
82,22.25141787
81,21.59841823
80,20.942817
79,20.34184921
78,19.74348301
77,19.13471044
76,18.58577449
75,17.95618919
74,17.3864405
73,16.7880743
72,16.22873198
71,15.73182788
70,15.18289193
69,14.6287528
68,14.05900411
67,13.45283313
66,12.90129559
65,12.38357875
64,11.9022842
63,11.41318487
62,10.83302981
61,10.2710859
60,9.79499454
59,9.31369998
58,8.79858473
57,8.27306311
56,7.80217493
55,7.41713929
54,6.95925907
53,6.50398044
52,6.14496072
51,5.77813622
50,5.42692128
49,5.052292
