Marks,Percentile
49.75,56.42691995
49.5,56.13530796
49.25,55.85619363
49,55.57707929
48.75,55.29588202
48.5,54.89803995
48.25,54.60017913
48,54.28773771
47.75,53.93988627
47.5,53.60244954
47.25,53.21918806
47,52.90466370
46.75,52.61513466
46.5,52.32560561
46.25,52.04649128
46,51.64031744
45.75,51.37994959
45.5,51.03626403
45.25,50.74881792
45,50.41763002
44.75,50.04061738
44.5,49.70942948
44.25,49.39282217
44,49.10537607
43.75,48.81168114
43.5,48.34926784
43.25,48.02432877
43,47.71397029
42.75,47.40777770
42.5,47.10158511
42.25,46.65375242
42,46.29756920
41.75,45.97263013
41.5,45.62894457
41.25,45.25818075
41,44.85200691
40.75,44.49374075
40.5,44.20212876
40.25,43.83761378
40,43.44393759
39.75,42.99402195
39.5,42.65033639
39.25,42.31706555
39,41.95255056
38.75,41.61511383
38.5,41.18186173
38.25,40.88191797
38,40.56739361
37.75,40.23203982
37.5,39.94875960
37.25,39.47801453
37,39.14266075
36.75,38.83021933
36.5,38.47403611
36.25,38.16576058
36,37.70334728
35.75,37.41798412
35.5,37.06388385
35.25,36.71394946
35,36.35568330
34.75,35.90993355
34.5,35.57457976
34.25,35.21631360
34,34.84138390
33.75,34.49561540
33.5,34.04361682
33.25,33.70201420
33,33.36457747
32.75,32.98756483
32.5,32.60013747
32.25,32.08148472
32,31.80237038
31.75,31.49617779
31.5,31.16290695
31.25,30.79630902
31,30.28598804
30.75,29.96313191
30.5,29.68610052
30.25,29.33824907
30,28.97581703
29.75,28.43841779
29.5,28.05515632
29.25,27.70522193
29,27.30946280
28.75,27.01160199
28.5,26.45753921
28.25,26.12426836
28,25.71809452
27.75,25.31608656
27.5,24.97656689
27.25,24.53914890
27,24.18713157
26.75,23.82261659
26.5,23.49559457
26.25,23.13316253
26,22.59368035
25.75,22.27707304
25.5,21.95838280
25.25,21.53554541
25,21.19810868
24.75,20.61905059
24.5,20.30452623
24.25,19.96708950
24,19.61715511
23.75,19.24847424
23.5,18.68607969
23.25,18.33197942
23,18.01120623
22.75,17.68001832
22.5,17.35924514
22.25,16.79476764
22,16.49274094
21.75,16.15738715
21.5,15.84077985
21.25,15.47209898
21,14.92220208
20.75,14.63059009
20.5,14.27648982
20.25,13.93488720
20,13.64952404
19.75,13.09129538
19.5,12.85175696
19.25,12.53931554
19,12.19979587
18.75,11.91026682
18.5,11.37703347
18.25,11.06459205
18,10.77714595
17.75,10.48553396
17.5,10.19808785
17.25,09.65235684
17,09.37949134
16.75,09.14411881
16.5,08.88791684
16.25,08.59838780
16,08.05473973
15.75,07.80895248
15.5,07.58399466
15.25,07.30696327
15,07.09033722
14.75,06.63417275
14.5,06.43004436
14.25,06.21966714
14,06.03011935
13.75,05.81557624
13.5,05.46564185
13.25,05.29692349
13,05.11154158
12.75,04.90324730
12.5,04.71994834
12.25,04.36168218
12,04.16171967
11.75,03.95967422
11.5,03.78470703
11.25,03.59099335
11,03.26813722
10.75,03.10150180
10.5,02.95361286
10.25,02.82238746
10,02.70574267
9.75,02.43704305
9.5,02.31831531
9.25,02.19958757
9,02.06003041
8.75,01.96213210
8.5,01.74550605
8.25,01.63719302
8,01.53096294
7.75,01.42056697
7.5,01.32058572
7.25,01.17269678
7,01.12062321
6.75,01.04563727
6.5,00.98523193
6.25,00.91441188
6,00.80609885
5.75,00.74985940
5.5,00.71236643
5.25,00.65196109
5,00.59988752
4.75,00.49365743
4.5,00.46033035
4.25,00.44366681
4,00.39784207
3.75,00.36868087
3.5,00.30827553
3.25,00.27494844
3,00.26453373
2.75,00.24578724
2.5,00.22704076
2.25,00.17288425
2,00.15622070
1.75,00.13330833
1.5,00.11872773
1.25,00.11247891
1,00.09998125
0.75,00.08748359
0.5,00.07915182
0.25,00.07082005
0,00.06248828
-0.25,00.05415651
-0.5,00.04790768
-0.75,00.03541002
-1,00.02916119
-1.75,00.02291237
-2,00.01666354
-2.25,00.01249765
-3.25,00.00624882
-4,00.00416588
-8.25,00.00208294
-20.5,00.00000000
