Marks,Percentile
54.50,52.30234753
54.25,52.05132839
54.00,51.81436632
53.75,51.54326565
53.50,51.16974918
53.25,50.96893387
53.00,50.72393919
52.75,50.48898528
52.50,50.25603952
52.25,49.87449043
52.00,49.63953651
51.75,49.41261521
51.50,49.13348193
51.25,48.87844649
51.00,48.48484848
50.75,48.21977227
50.50,48.00489989
50.25,47.78601120
50.00,47.51290238
49.75,47.12332068
49.50,46.87631785
49.25,46.65742916
49.00,46.39034479
48.75,46.12526859
48.50,45.77584995
48.25,45.52884711
48.00,45.28786874
47.75,45.04488222
47.50,44.78382231
47.25,44.38821615
47.00,44.19342530
46.75,43.92433279
46.50,43.66929734
46.25,43.43635158
46.00,43.03271281
45.75,42.80177520
45.50,42.55075606
45.25,42.27363094
45.00,42.00052211
44.75,41.60692411
44.50,41.33582344
44.25,41.08681245
44.00,40.76952426
43.75,40.47231760
43.50,40.07269514
43.25,39.82368415
43.00,39.55258348
42.75,39.29353173
42.50,39.03247183
42.25,38.63084121
42.00,38.36576500
41.75,38.13683555
41.50,37.87979195
41.25,37.63680543
41.00,37.20906881
40.75,36.92792738
40.50,36.68494085
40.25,36.42789726
40.00,36.12667429
39.75,35.70094584
39.50,35.38365765
39.25,35.09046729
39.00,34.83944815
38.75,34.59646163
38.50,34.14864349
38.25,33.86549390
38.00,33.59840954
37.75,33.28915396
37.50,32.97186577
37.25,32.55818623
37.00,32.30716709
36.75,32.03807458
36.50,31.73685161
36.25,31.47579171
36.00,31.04002249
35.75,30.77896258
35.50,30.48978854
35.25,30.20663895
35.00,29.93152197
34.75,29.41542663
34.50,29.10014659
34.25,28.83105407
34.00,28.58003494
33.75,28.26877121
33.50,27.81492861
33.25,27.55386870
33.00,27.30284956
32.75,26.99560214
32.50,26.73253408
32.25,26.24254473
32.00,26.00357451
31.75,25.73849830
31.50,25.41920195
31.25,25.12801976
31.00,24.64405486
30.75,24.42114986
30.50,24.15205735
30.25,23.84280177
30.00,23.60182340
29.75,23.14998895
29.50,22.80860292
29.25,22.53951041
29.00,22.29652388
28.75,22.01337429
28.50,21.52539309
28.25,21.25630058
28.00,20.98118360
27.75,20.72012370
27.50,20.49521055
27.25,20.01727011
27.00,19.75219390
26.75,19.46301986
26.50,19.19191919
26.25,18.86258208
26.00,18.34447858
25.75,18.10751651
25.50,17.83239954
25.25,17.56531517
25.00,17.28015743
24.75,16.75602947
24.50,16.48693696
24.25,16.21181998
24.00,15.96481715
23.75,15.67564311
23.50,15.14348253
23.25,14.90049601
23.00,14.62537903
22.75,14.36632728
22.50,14.09121031
22.25,13.56105789
22.00,13.31003875
21.75,13.09315822
21.50,12.83410647
21.25,12.58509548
21.00,12.14129365
20.75,11.88625820
20.50,11.62720645
20.25,11.38020362
20.00,11.13520894
19.75,10.60907283
19.50,10.43436351
19.25,10.21748298
19.00,09.97449645
18.75,09.75560776
18.50,09.22143904
18.25,08.98046067
18.00,08.76759644
17.75,08.55272405
17.50,08.31977829
17.25,07.86794385
17.00,07.67917746
16.75,07.49241922
16.50,07.28758760
16.25,07.08677229
16.00,06.67911721
15.75,06.46826114
15.50,06.24937245
15.25,06.06060606
15.00,05.87384782
14.75,05.46217643
14.50,05.32160571
14.25,05.16296162
14.00,04.98423599
13.75,04.81354298
13.50,04.47617326
13.25,04.32957808
13.00,04.18499106
12.75,04.00626543
12.50,03.87774363
12.25,03.55443098
12.00,03.41988473
11.75,03.30742815
11.50,03.19296343
11.25,03.05440086
11.00,02.74715344
10.75,02.64272948
10.50,02.53228106
10.25,02.40777556
10.00,02.28327007
9.75,02.08245476
9.50,01.98606341
9.25,01.91376990
9.00,01.82741932
8.75,01.75713396
8.50,01.54627788
8.25,01.47800068
8.00,01.41373978
7.75,01.30730766
7.50,01.23300600
7.25,01.06632929
7.00,01.01411731
6.75,00.97395425
6.50,00.93379119
6.25,00.89563628
6.00,00.82133461
5.75,00.79121232
5.50,00.76510633
5.25,00.71891881
5.00,00.68678836
4.75,00.58838885
4.50,00.54621764
4.25,00.51609534
4.00,00.48396489
3.75,00.45986706
3.50,00.37150832
3.25,00.34941863
3.00,00.33134526
2.75,00.30122296
2.50,00.27511697
2.25,00.22892945
2.00,00.21085607
1.75,00.20081531
1.50,00.19077454
1.25,00.17872562
1.00,00.14057071
0.75,00.13454625
0.50,00.13253810
0.25,00.12249733
0.00,00.11044842
-0.25,00.09237504
-0.50,00.07831797
-0.75,00.07028535
-1.00,00.06827720
-1.25,00.06024459
-1.50,00.04417936
-1.75,00.03614675
-2.25,00.03413860
-2.50,00.02610599
-3.25,00.01807337
-3.75,00.01606522
-4.50,00.01004076
-4.75,00.00803261
-5.25,00.00602445
-7.50,00.00000000
