Marks,Percentile
219,99.99331908
217,99.97327632
216,99.95991448
215,99.89310529
214,99.83297702
213,99.77284874
212,99.62586852
211,99.50561197
210,99.16488509
209,98.74398717
208,98.31640834
207,97.86210583
206,97.42116515
205,96.79983966
204,96.45243185
203,95.97808658
202,95.57723143
201,95.16301443
200,94.72207376
199,94.34794228
198,93.85355425
197,93.41929449
196,93.04516301
195,92.69775521
194,92.29021913
193,91.87600214
192,91.47514698
191,91.00748263
190,90.63335115
189,90.19909139
188,89.88508819
187,89.46419027
186,89.08337787
185,88.66247996
184,88.25494388
183,87.77391769
182,87.38642437
181,87.00561197
180,86.59139498
179,86.21058258
178,85.8364511
177,85.4222341
176,85.0414217
175,84.65392838
174,84.29983966
173,83.90566542
172,83.45136291
171,83.00374131
170,82.64965259
169,82.202031
168,81.87466595
167,81.42704436
166,81.0595938
165,80.65205772
164,80.21779797
163,79.77017638
162,79.31587386
161,78.9484233
160,78.50748263
159,78.00641368
158,77.4585783
157,77.03099947
156,76.61010155
155,76.09567076
154,75.60796366
153,75.2071085
152,74.72608231
151,74.24505612
150,73.83083912
149,73.43666489
148,72.94227686
147,72.46793159
146,72.10716195
145,71.61945484
144,71.09166221
143,70.65072154
142,70.24986638
141,69.81560663
140,69.36130412
139,68.90032068
138,68.47942277
137,68.0384821
136,67.5908605
135,67.14991983
134,66.70897916
133,66.23463389
132,65.82041689
131,65.3393907
130,64.89176911
129,64.39738108
128,63.89631213
127,63.50213789
126,63.03447354
125,62.5
124,62.04569749
123,61.61143773
122,61.05024051
121,60.65606627
120,60.20176376
119,59.75414217
118,59.30652058
117,58.90566542
116,58.41795831
115,57.95029396
114,57.42918226
113,56.94815607
112,56.55398183
111,56.08631748
110,55.59192945
109,55.07749866
108,54.60315339
107,54.14216996
106,53.70791021
105,53.28701229
104,52.8393907
103,52.43185462
102,52.08444682
101,51.65018707
100,51.14911812
99,50.61464458
98,50.12025655
97,49.71272047
96,49.28514164
95,48.81079637
94,48.34313201
93,47.96231962
92,47.5748263
91,47.1272047
90,46.59273116
89,46.08498129
88,45.61063602
87,45.16301443
86,44.76215927
85,44.41475147
84,43.99385355
83,43.49946553
82,42.92490647
81,42.57081774
80,42.32362373
79,42.06306788
78,41.72902191
77,41.4484233
76,41.1344201
75,40.79369321
74,40.41288081
73,39.97862106
72,39.88508819
71,39.87840727
68,39.87172635
67,39.86504543
66,39.85836451
65,39.85168359
63,39.83832175
62,39.80491716
60,39.79823624
59,39.77151256
58,39.76483164
56,39.7514698
55,39.73810796
54,39.73142704
50,39.72474613
